react,fragC,fragO,product,C0O1_num
COc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][CH3:12])[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1
COc1ccc2cc([Si](C)(C)C)ccc2c1,*c1ccc2cc([Si](C)(C)C)ccc2c1,*OC,C[Si](C)(C)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][CH3:16])[cH:3][cH:4][c:5]2[cH:6][c:7]([Si:8]([CH3:9])([CH3:10])[CH3:11])[cH:12][cH:13][c:14]2[cH:15]1
COc1ccc2cc(N3CCCCC3)ccc2c1,*c1ccc2cc(N3CCCCC3)ccc2c1,*OC,c4ccc(c3ccc2cc(N1CCCCC1)ccc2c3)cc4,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][c:7]([N:8]3[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]3)[cH:14][cH:15][c:16]2[cH:17]1
COc1ccc2ccc(O)cc2c1,*c1ccc2ccc(O)cc2c1,*OC,Oc3ccc2ccc(c1ccccc1)cc2c3,c1([O:1][CH3:13])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][c:11]2[cH:12]1
COc1cccc2ccccc12,*c1cccc2ccccc12,*OC,c3ccc(c1cccc2ccccc12)cc3,c1([O:1][CH3:12])[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12
COc1ccc(C)cc1,*c1ccc(C)cc1,*OC,Cc2ccc(c1ccc(N(C)C)cc1)cc2,c1([O:1][CH3:9])[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1
COc1ccc([C@@H](C)N(C)C)cc1,*c1ccc([C@@H](C)N(C)C)cc1,*OC,Cc1ccccc1c2ccc([C@@H](C)N(C)C)cc2,c1([O:1][CH3:13])[cH:3][cH:4][c:5]([C@@H:6]([CH3:7])[N:8]([CH3:9])[CH3:10])[cH:11][cH:12]1
COc1ccc([C@H](C)N(C)C)cc1,*c1ccc([C@H](C)N(C)C)cc1,*OC,Cc1ccccc1c2ccc([C@H](C)N(C)C)cc2,c1([O:1][CH3:13])[cH:3][cH:4][c:5]([C@H:6]([CH3:7])[N:8]([CH3:9])[CH3:10])[cH:11][cH:12]1
COc1ccc(CO)cc1,*c1ccc(CO)cc1,*OC,Cc1ccccc1c2ccc(CO)cc2,c1([O:1][CH3:10])[cH:3][cH:4][c:5]([CH2:6][OH:7])[cH:8][cH:9]1
COc1ccc(CCO)cc1,*c1ccc(CCO)cc1,*OC,Cc1ccccc1c2ccc(CCO)cc2,c1([O:1][CH3:11])[cH:3][cH:4][c:5]([CH2:6][CH2:7][OH:8])[cH:9][cH:10]1
COc1ccc2ncccc2c1,*c1ccc2ncccc2c1,*OC,CN(C)c3ccc(c2ccc1ncccc1c2)cc3,c1([O:1][CH3:12])[cH:3][cH:4][c:5]2[n:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1
COc1ccc2c(ccn2C)c1,*c1ccc2c(ccn2C)c1,*OC,Cc1ccccc1c3ccc2c(ccn2C)c3,c1([O:1][CH3:12])[cH:3][cH:4][c:5]2[c:6]([cH:7][cH:8][n:9]2[CH3:10])[cH:11]1
COc1ccc2c(c1)c1ccccc1n2C,*c1ccc2c(c1)c1ccccc1n2C,*OC,Cc1ccccc1c2ccc4c(c2)c3ccccc3n4C,c1([O:1][CH3:16])[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[n:14]2[CH3:15]
CCOc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][CH2:13][CH3:14])[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1
CC(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(C)C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][CH:14]([CH3:2])[CH3:15])[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1
C[Si](C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](C)(C)C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:15]([CH3:2])([CH3:3])[CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
CC(C)(C)[Si](C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](C)(C)C(C)(C)C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:4]([CH3:5])([CH3:6])[C:18]([CH3:2])([CH3:3])[CH3:19])[cH:9][cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[cH:17]1
CC[Si](C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](C)(C)CC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:2]([CH3:3])([CH3:4])[CH2:16][CH3:17])[cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1
CC(C)[Si](C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](C)(C)C(C)C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:3]([CH3:4])([CH3:5])[CH:17]([CH3:2])[CH3:18])[cH:8][cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[cH:16]1
C[Si](C)(Oc1ccc2ccccc2c1)c1ccccc1,*c1ccc2ccccc2c1,*O[Si](C)(C)c1ccccc1,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:20]([CH3:2])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH3:21])[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1
CC[Si](CC)(CC)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](CC)(CC)CC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:2]([CH2:3][CH3:4])([CH2:5][CH3:6])[CH2:18][CH3:19])[cH:9][cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[cH:17]1
C=CC[Si](C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*O[Si](C)(C)CC=C,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][Si:3]([CH2:2][CH:17]=[CH2:18])([CH3:4])[CH3:5])[cH:8][cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[cH:16]1
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)C(C)(C)C,Cc3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:4](=[O:5])[C:17]([CH3:2])([CH3:3])[CH3:18])[cH:8][cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[cH:16]1
CN(C)C(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)N(C)C,Cc3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1
COc1ccc2cc(C3CC3)ccc2c1,*c1ccc2cc(C3CC3)ccc2c1,*OC,Cc3ccc(c2ccc1cc(C4CC4)ccc1c2)cc3,c1([O:1][CH3:15])[cH:3][cH:4][c:5]2[cH:6][c:7]([CH:8]3[CH2:9][CH2:10]3)[cH:11][cH:12][c:13]2[cH:14]1
COCCCCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(CCCCOC)ccc2c1,Cc3ccc(c2ccc1cc(CCCCOC)ccc1c2)cc3,[CH3:11][O:12][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]2[cH:10]c([O:1][CH3:13])[cH:14][cH:15][c:16]2[cH:17]1
COc1ccc2cc(-c3ccccc3)ccc2c1,*c1ccc2cc(-c3ccccc3)ccc2c1,*OC,Cc3ccc(c2ccc1cc(c4ccccc4)ccc1c2)cc3,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[cH:14][cH:15][c:16]2[cH:17]1
COc1ccc2cc(O[Si](C)(C)C)ccc2c1,*OC,*c1ccc2cc(O[Si](C)(C)C)ccc2c1,Cc3ccc(c2ccc1cc(O[Si](C)(C)C)ccc1c2)cc3,c1([O:1][CH3:17])[cH:3][cH:4][c:5]2[cH:6][c:7]([O:8][Si:9]([CH3:10])([CH3:11])[CH3:12])[cH:13][cH:14][c:15]2[cH:16]1
COc1ccc2cc(N3CCCC3)ccc2c1,*c1ccc2cc(N3CCCC3)ccc2c1,*OC,Cc3ccc(c2ccc1cc(N4CCCC4)ccc1c2)cc3,c1([O:1][CH3:17])[cH:3][cH:4][c:5]2[cH:6][c:7]([N:8]3[CH2:9][CH2:10][CH2:11][CH2:12]3)[cH:13][cH:14][c:15]2[cH:16]1
COc1ccc2ccccc2c1C,*c1ccc2ccccc2c1C,*OC,Cc3ccc(c2ccc1ccccc1c2(C))cc3,c1([O:1][CH3:13])[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]1[CH3:12]
COc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC,c1ccccc1c2ccc(c3ccc(C)cc3)cc2,c1([O:1][CH3:14])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1
COc1ccc(Oc2nc(OC)nc(OC)n2)cc1,*Oc1nc(OC)nc(OC)n1,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2,c1([O:1][c:7]2[n:8][c:9]([O:10][CH3:11])[n:12][c:13]([O:14][CH3:15])[n:16]2)[cH:4][cH:3][c:2]([O:20][CH3:19])[cH:18][cH:17]1
COc1ccc(OC(=O)N(C)C)cc1,*OC(=O)N(C)C,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2,c1([O:1][C:7](=[O:8])[N:9]([CH3:10])[CH3:11])[cH:4][cH:3][c:2]([O:15][CH3:14])[cH:13][cH:12]1
COc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2,c1([O:1][C:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[cH:4][cH:3][c:2]([O:16][CH3:15])[cH:14][cH:13]1
COc1nc(OC)nc(Oc2ccccc2OC)n1,*Oc1nc(OC)nc(OC)n1,*c1ccccc1OC,COc1ccccc1c2ccccc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:19][CH3:20])[n:18]2)[cH:11][cH:12][cH:13][cH:14][c:15]1[O:16][CH3:17]
COc1nc(OC)nc(Oc2ccccc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccccc1,COc2ccc(c1ccccc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:17][CH3:18])[n:16]2)[cH:11][cH:12][cH:13][cH:14][cH:15]1
COc1nc(OC)nc(Oc2ccccc2C)n1,*Oc1nc(OC)nc(OC)n1,*c1ccccc1C,COc2ccc(c1ccccc1C)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:18][CH3:19])[n:17]2)[cH:11][cH:12][cH:13][cH:14][c:15]1[CH3:16]
COc1nc(OC)nc(Oc2ccc(C)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C)cc1,COc2ccc(c1ccc(C)cc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:18][CH3:19])[n:17]2)[cH:11][cH:12][c:13]([CH3:14])[cH:15][cH:16]1
COc1nc(OC)nc(Oc2cccc3ccccc23)n1,*Oc1nc(OC)nc(OC)n1,*c1cccc2ccccc12,COc3ccc(c1cccc2ccccc12)cc3,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:21][CH3:22])[n:20]2)[cH:11][cH:12][cH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12
COc1nc(OC)nc(Oc2cccc(C)c2)n1,*Oc1nc(OC)nc(OC)n1,*c1cccc(C)c1,COc2ccc(c1cccc(C)c1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:18][CH3:19])[n:17]2)[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]1
COc1nc(OC)nc(Oc2ccc3ccccc3c2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc2ccccc2c1,COc3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:21][CH3:22])[n:20]2)[cH:11][cH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[cH:19]1
COc1nc(OC)nc(Oc2cc(C)cc(C)c2)n1,*Oc1nc(OC)nc(OC)n1,*c1cc(C)cc(C)c1,COc2ccc(c1cc(C)cc(C)c1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:19][CH3:20])[n:18]2)[cH:11][c:12]([CH3:13])[cH:14][c:15]([CH3:16])[cH:17]1
COc1nc(OC)nc(Oc2ccc(C(C)(C)C)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C(C)(C)C)cc1,COc2ccc(c1ccc(C(C)(C)C)cc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:21][CH3:22])[n:20]2)[cH:11][cH:12][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19]1
COc1nc(OC)nc(Oc2cccc(NC(C)=O)c2)n1,*Oc1nc(OC)nc(OC)n1,*c1cccc(NC(C)=O)c1,COc2ccc(c1cccc(NC(C)=O)c1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:21][CH3:22])[n:20]2)[cH:11][cH:12][cH:13][c:14]([NH:15][C:16]([CH3:17])=[O:18])[cH:19]1
COC(=O)c1ccc(Oc2nc(OC)nc(OC)n2)cc1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][c:9]2[n:10][c:11]([O:12][CH3:13])[n:14][c:15]([O:16][CH3:17])[n:18]2)[cH:6][cH:5][c:4]([C:2](=[O:3])[O:22][CH3:21])[cH:20][cH:19]1
COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C#N)cc1,N#Cc2ccc(c1ccccc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:19][CH3:20])[n:18]2)[cH:11][cH:12][c:13]([C:14]#[N:15])[cH:16][cH:17]1
COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C=O)cc1,O=Cc2ccc(c1ccccc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:19][CH3:20])[n:18]2)[cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16][cH:17]1
COc1nc(OC)nc(Oc2ccc(C(C)=O)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C(C)=O)cc1,CC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:20][CH3:21])[n:19]2)[cH:11][cH:12][c:13]([C:14]([CH3:15])=[O:16])[cH:17][cH:18]1
COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c2ccc(c1ccccc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:20][CH3:21])[n:19]2)[cH:11][cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1
COc1nc(OC)nc(Oc2ccc(F)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(F)cc1,COc2ccc(c1ccc(F)cc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:18][CH3:19])[n:17]2)[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]1
COc1nc(OC)nc(Oc2ccc(C(F)(F)F)cc2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C(F)(F)F)cc1,COc2ccc(c1ccc(C(F)(F)F)cc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:21][CH3:22])[n:20]2)[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19]1
COc1nc(OC)nc(Oc2ccc(C=O)cc2C)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc(C=O)cc1C,Cc1cc(C=O)ccc1c2ccccc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:20][CH3:21])[n:19]2)[cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16][c:17]1[CH3:18]
COc1nc(OC)nc(Oc2cccnc2)n1,*Oc1nc(OC)nc(OC)n1,*c1cccnc1,c2ccc(c1cccnc1)cc2,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:17][CH3:18])[n:16]2)[cH:11][cH:12][cH:13][n:14][cH:15]1
COc1nc(OC)nc(Oc2ccc3c(C)cc(=O)oc3c2)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc2c(C)cc(=O)oc2c1,Cc2cc(=O)oc3cc(c1ccccc1)ccc23,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:23][CH3:24])[n:22]2)[cH:11][cH:12][c:13]2[c:14]([CH3:15])[cH:16][c:17](=[O:18])[o:19][c:20]2[cH:21]1
COc1nc(OC)nc(Oc2ccc3c(c2)CCC2C3CC[C@]3(C)C(=O)CCC23)n1,*Oc1nc(OC)nc(OC)n1,*c1ccc2c(c1)CCC1C2CC[C@]2(C)C(=O)CCC12,C[C@]45CCC3c2ccc(c1ccccc1)cc2CCC3C4CCC5=O,c1([O:1][c:8]2[n:7][c:4]([O:5][CH3:6])[n:3][c:2]([O:30][CH3:31])[n:29]2)[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][CH:18]1[CH:19]2[CH2:20][CH2:21][C@:22]2([CH3:23])[C:24](=[O:25])[CH2:26][CH2:27][CH:28]12
COc1ccc2cc(-c3ccccn3)ccc2c1,*c1ccc2cc(-c3ccccn3)ccc2c1,*OC,Cn5c(c3ccc2cc(c1ccccn1)ccc2c3)nc4ccccc45,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][n:13]3)[cH:14][cH:15][c:16]2[cH:17]1
COc1ccc2cc(N(c3ccccc3)c3ccccc3)ccc2c1,*c1ccc2cc(N(c3ccccc3)c3ccccc3)ccc2c1,*OC,Cn6c(c4ccc3cc(N(c1ccccc1)c2ccccc2)ccc3c4)nc5ccccc56,c1([O:1][CH3:25])[cH:3][cH:4][c:5]2[cH:6][c:7]([N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[cH:21][cH:22][c:23]2[cH:24]1
COc1ccc2cc(-c3ccccc3C)ccc2c1,*c1ccc2cc(-c3ccccc3C)ccc2c1,*OC,Cc1ccccc1c5ccc4cc(c3nc2ccccc2n3C)ccc4c5,c1([O:1][CH3:19])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[CH3:14])[cH:15][cH:16][c:17]2[cH:18]1
COc1ccc2cc(-c3cccc(C)c3)ccc2c1,*c1ccc2cc(-c3cccc(C)c3)ccc2c1,*OC,Cc5cccc(c4ccc3cc(c2nc1ccccc1n2C)ccc3c4)c5,c1([O:1][CH3:19])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([CH3:13])[cH:14]3)[cH:15][cH:16][c:17]2[cH:18]1
COc1ccc2cc(-c3ccc(C)cc3)ccc2c1,*c1ccc2cc(-c3ccc(C)cc3)ccc2c1,*OC,Cc5ccc(c4ccc3cc(c2nc1ccccc1n2C)ccc3c4)cc5,c1([O:1][CH3:19])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]3)[cH:15][cH:16][c:17]2[cH:18]1
COc1ccc2cc(-c3ccc(C(C)(C)C)cc3)ccc2c1,*c1ccc2cc(-c3ccc(C(C)(C)C)cc3)ccc2c1,*OC,Cn5c(c3ccc2cc(c1ccc(C(C)(C)C)cc1)ccc2c3)nc4ccccc45,c1([O:1][CH3:22])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]3)[cH:18][cH:19][c:20]2[cH:21]1
COc1ccc2cc(-c3ccccc3-c3cc(C)cc(C)c3)ccc2c1,*c1ccc2cc(-c3ccccc3-c3cc(C)cc(C)c3)ccc2c1,*OC,Cc6cc(C)cc(c1ccccc1c5ccc4cc(c3nc2ccccc2n3C)ccc4c5)c6,c1([O:1][CH3:26])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3-[c:14]3[cH:15][c:16]([CH3:17])[cH:18][c:19]([CH3:20])[cH:21]3)[cH:22][cH:23][c:24]2[cH:25]1
COc1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,*c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,*OC,Cn7c(c5ccc4cc(n3c1ccccc1c2ccccc23)ccc4c5)nc6ccccc67,c1([O:1][CH3:25])[cH:3][cH:4][c:5]2[cH:6][c:7](-[n:8]3[c:9]4[cH:10][cH:11][cH:12][cH:13][c:14]4[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]34)[cH:21][cH:22][c:23]2[cH:24]1
COc1ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc2c1,*c1ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc2c1,*OC,Cn8c(c6ccc5cc(c1cc2CCc3cccc4ccc(c1)c2c34)ccc5c6)nc7ccccc78,c1([O:1][CH3:28])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][c:10]4[cH:11][cH:12][c:13]5[cH:14][cH:15][cH:16][c:17]6[cH:18][cH:19][c:20]([cH:21]3)[c:22]4[c:23]56)[cH:24][cH:25][c:26]2[cH:27]1
COc1ccc2cc(/C=C/c3ccccc3)ccc2c1,*c1ccc2cc(/C=C/c3ccccc3)ccc2c1,*OC,Cn5c(c3ccc2cc(/C=C/c1ccccc1)ccc2c3)nc4ccccc45,c1([O:1][CH3:20])[cH:3][cH:4][c:5]2[cH:6][c:7](/[CH:8]=[CH:9]/[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17][c:18]2[cH:19]1
COc1ccc2ccc(OC(C)C)cc2c1,*OC,*c1ccc2ccc(OC(C)C)cc2c1,CC(C)Oc4ccc3ccc(c2nc1ccccc1n2C)cc3c4,c1([O:1][CH3:16])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH:10]([CH3:11])[CH3:12])[cH:13][c:14]2[cH:15]1
COc1ccc2ccc(N(c3ccccc3)c3ccccc3)cc2c1,*c1ccc2ccc(N(c3ccccc3)c3ccccc3)cc2c1,*OC,Cn6c(c4ccc3ccc(N(c1ccccc1)c2ccccc2)cc3c4)nc5ccccc56,c1([O:1][CH3:25])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([N:9]([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22][c:23]2[cH:24]1
COc1ccc2ccc(-c3ccccc3)cc2c1,*c1ccc2ccc(-c3ccccc3)cc2c1,*OC,Cn5c(c3ccc2ccc(c1ccccc1)cc2c3)nc4ccccc45,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:15][c:16]2[cH:17]1
COc1ccc2ccc(-c3ccc(C)cc3)cc2c1,*c1ccc2ccc(-c3ccc(C)cc3)cc2c1,*OC,Cc5ccc(c4ccc3ccc(c2nc1ccccc1n2C)cc3c4)cc5,c1([O:1][CH3:19])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]3)[cH:16][c:17]2[cH:18]1
COc1ccc2ccc(-c3ccc(C(C)(C)C)cc3)cc2c1,*c1ccc2ccc(-c3ccc(C(C)(C)C)cc3)cc2c1,*OC,Cn5c(c3ccc2ccc(c1ccc(C(C)(C)C)cc1)cc2c3)nc4ccccc45,c1([O:1][CH3:22])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][cH:18]3)[cH:19][c:20]2[cH:21]1
COc1ccc2ccccc2c1-c1ccccc1,*c1ccc2ccccc2c1-c1ccccc1,*OC,Cn5c(c2ccc1ccccc1c2c3ccccc3)nc4ccccc45,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]1-[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
