react,fragC,fragO,product,C0O1_num
CN(C)C(=O)Oc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC(=O)N(C)C,c3ccc(c2ccc(c1ccccc1)cc2)cc3,c1([O:1][C:3](=[O:4])[N:18]([CH3:2])[CH3:19])[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1
COC(=O)c1ccc(OC(=O)N(C)C)cc1,*OC(=O)N(C)C,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][C:9](=[O:10])[N:11]([CH3:12])[CH3:13])[cH:6][cH:5][c:4]([C:2](=[O:3])[O:17][CH3:16])[cH:15][cH:14]1
CC(=O)c1ccc(OC(=O)N(C)C)cc1,*OC(=O)N(C)C,*c1ccc(C(C)=O)cc1,CC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][C:8](=[O:9])[N:10]([CH3:11])[CH3:12])[cH:5][cH:4][c:3]([C:16](=[O:2])[CH3:15])[cH:14][cH:13]1
CN(C)C(=O)Oc1ccc2ncccc2c1,*c1ccc2ncccc2c1,*OC(=O)N(C)C,c3ccc(c2ccc1ncccc1c2)cc3,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][c:9]2[n:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1
CN(C)C(=O)Oc1cccc2ncccc12,*c1cccc2ncccc12,*OC(=O)N(C)C,c3ccc(c1cccc2ncccc12)cc3,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][cH:9][c:10]2[n:11][cH:12][cH:13][cH:14][c:15]12
CCOC(=O)c1ccc(OC(=O)N(CC)CC)cc1,*OC(=O)N(CC)CC,*c1ccc(C(=O)OCC)cc1,CCOC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][C:10](=[O:11])[N:12]([CH2:13][CH3:14])[CH2:15][CH3:16])[cH:7][cH:6][c:5]([C:3]([O:2][CH2:20][CH3:19])=[O:4])[cH:18][cH:17]1
CCN(CC)C(=O)Oc1ccc(C)cc1,*c1ccc(C)cc1,*OC(=O)N(CC)CC,COc2ccc(c1ccc(C)cc1)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:15][CH3:16])=[O:6])[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1
CCN(CC)C(=O)Oc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC(=O)N(CC)CC,c3ccc(c2ccc(c1ccccc1)cc2)cc3,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:20][CH3:21])=[O:6])[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18][cH:19]1
CCN(CC)C(=O)Oc1c(C)cccc1C,*c1c(C)cccc1C,*OC(=O)N(CC)CC,Cc1cccc(C)c1c2ccccc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:16][CH3:17])=[O:6])[c:9]([CH3:10])[cH:11][cH:12][cH:13][c:14]1[CH3:15]
CCN(CC)C(=O)Oc1cccc(N(C)C)c1,*c1cccc(N(C)C)c1,*OC(=O)N(CC)CC,COc2ccc(c1cccc(N(C)C)c1)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:17][CH3:18])=[O:6])[cH:9][cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16]1
COC(=O)Oc1ccc(OC)cc1,*OC(=O)OC,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2,c1([O:1][C:2](=[O:3])[O:13][CH3:14])[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]1
COC(=O)Oc1ccc(C(=O)OC(C)(C)C)cc1,*c1ccc(C(=O)OC(C)(C)C)cc1,*OC(=O)OC,CC(C)(C)OC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][C:2](=[O:3])[O:18][CH3:19])[cH:6][cH:7][c:8]([C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]1
COC(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)OC,c3ccc(c2ccc1ccccc1c2)cc3,c1([O:1][C:2](=[O:3])[O:15][CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
CCN(CC)C(=O)Oc1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1,*OC(=O)N(CC)CC,Cc2ccc(c1ccc(N(C)C)cc1)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:17][CH3:18])=[O:6])[cH:9][cH:10][c:11]([N:12]([CH3:13])[CH3:14])[cH:15][cH:16]1
CCN(CC)C(=O)Oc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OC(=O)N(CC)CC,Cc2ccc(c1cccc(C(F)(F)F)c1)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:18][CH3:19])=[O:6])[cH:9][cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17]1
CCOC(=O)c1cccc(OC(=O)N(CC)CC)c1,*c1cccc(C(=O)OCC)c1,*OC(=O)N(CC)CC,CCOC(=O)c2cccc(c1ccc(C)cc1)c2,c1([O:1][C:11](=[O:12])[N:13]([CH2:14][CH3:15])[CH2:16][CH3:17])[cH:8][cH:7][cH:6][c:5]([C:3]([O:2][CH2:20][CH3:19])=[O:4])[cH:18]1
CCN(CC)C(=O)Oc1ccccc1C,*c1ccccc1C,*OC(=O)N(CC)CC,Cc2ccc(c1ccccc1C)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:15][CH3:16])=[O:6])[cH:9][cH:10][cH:11][cH:12][c:13]1[CH3:14]
COC(=O)c1ccc2cc(OC(=O)OC(C)(C)C)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)OC(C)(C)C,COC(=O)c3ccc2cc(c1ccc(OC)cc1)ccc2c3,c1([O:1][C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[cH:8][c:7]2[cH:6][cH:5][c:4]([C:2](=[O:3])[O:23][CH3:22])[cH:21][c:20]2[cH:19][cH:18]1
CC(C)(C)OC(=O)Oc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC(=O)OC(C)(C)C,COc2ccc(c1ccc(C(F)(F)F)cc1)cc2,c1([O:1][C:5]([O:4][C:18]([CH3:2])([CH3:3])[CH3:19])=[O:6])[cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1
CC(C)(C)OC(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)OC(C)(C)C,COc2ccc(c1ccccc1)cc2,c1([O:1][C:5]([O:4][C:14]([CH3:2])([CH3:3])[CH3:15])=[O:6])[cH:9][cH:10][cH:11][cH:12][cH:13]1
COc1ccc2cc(OC(=O)N(C)C)ccc2c1,*OC(=O)N(C)C,*c1ccc2cc(OC)ccc2c1,COc3ccc2cc(c1cccc(C)c1)ccc2c3,c1([O:1][C:9](=[O:10])[N:11]([CH3:12])[CH3:13])[cH:6][c:5]2[cH:4][cH:3][c:2]([O:19][CH3:18])[cH:17][c:16]2[cH:15][cH:14]1
CN(C)C(=O)Oc1ccc2ccc(OC(C)(C)C)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(OC(C)(C)C)cc2c1,Cc3cccc(c2ccc1ccc(OC(C)(C)C)cc1c2)c3,c1([O:1][C:3](=[O:4])[N:21]([CH3:2])[CH3:22])[cH:7][cH:8][c:9]2[cH:10][cH:11][c:12]([O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][c:19]2[cH:20]1
CN(C)C(=O)Oc1ccc2ccc(Oc3ccccc3)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(Oc3ccccc3)cc2c1,Cc4cccc(c3ccc2ccc(Oc1ccccc1)cc2c3)c4,c1([O:1][C:3](=[O:4])[N:23]([CH3:2])[CH3:24])[cH:7][cH:8][c:9]2[cH:10][cH:11][c:12]([O:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][c:21]2[cH:22]1
COCOc1ccc2ccc(OC(=O)N(C)C)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(OCOC)cc2c1,COCOc3ccc2ccc(c1cccc(C)c1)cc2c3,c1([O:1][C:12](=[O:13])[N:14]([CH3:15])[CH3:16])[cH:9][cH:8][c:7]2[cH:6][cH:5][c:4]([O:3][CH2:2][O:21][CH3:20])[cH:19][c:18]2[cH:17]1
CN(C)C(=O)Oc1ccc2ccc(N(C)C)cc2c1,*c1ccc2ccc(N(C)C)cc2c1,*OC(=O)N(C)C,Cc3cccc(c2ccc1ccc(N(C)C)cc1c2)c3,c1([O:1][C:3](=[O:4])[N:19]([CH3:2])[CH3:20])[cH:7][cH:8][c:9]2[cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16][c:17]2[cH:18]1
CN(C)C(=O)Oc1ccc2cc(-c3ccccc3)ccc2c1,*c1ccc2cc(-c3ccccc3)ccc2c1,*OC(=O)N(C)C,Cc4cccc(c3ccc2cc(c1ccccc1)ccc2c3)c4,c1([O:1][C:3](=[O:4])[N:22]([CH3:2])[CH3:23])[cH:7][cH:8][c:9]2[cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[cH:18][cH:19][c:20]2[cH:21]1
CN(C)C(=O)Oc1ccc2cc(C#N)ccc2c1,*c1ccc2cc(C#N)ccc2c1,*OC(=O)N(C)C,Cc3cccc(c2ccc1cc(C#N)ccc1c2)c3,c1([O:1][C:3](=[O:4])[N:18]([CH3:2])[CH3:19])[cH:7][cH:8][c:9]2[cH:10][c:11]([C:12]#[N:13])[cH:14][cH:15][c:16]2[cH:17]1
CN(C)C(=O)Oc1cccc2cccc(F)c12,*c1cccc2cccc(F)c12,*OC(=O)N(C)C,Cc3cccc(c1cccc2cccc(F)c12)c3,c1([O:1][C:3](=[O:4])[N:17]([CH3:2])[CH3:18])[cH:7][cH:8][cH:9][c:10]2[cH:11][cH:12][cH:13][c:14]([F:15])[c:16]12
CN(C)C(=O)Oc1cccc2cnccc12,*c1cccc2cnccc12,*OC(=O)N(C)C,Cc3cccc(c1cccc2cnccc12)c3,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][cH:9][c:10]2[cH:11][n:12][cH:13][cH:14][c:15]12
COC(=O)c1ccc2cc(OC(=O)N(C)C)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)N(C)C,COC(=O)c3ccc2cc(c1cccc(C)c1)ccc2c3,c1([O:1][C:11](=[O:12])[N:13]([CH3:14])[CH3:15])[cH:8][c:7]2[cH:6][cH:5][c:4]([C:2](=[O:3])[O:21][CH3:20])[cH:19][c:18]2[cH:17][cH:16]1
COC(=O)c1c(OC(=O)N(C)C)ccc2ccccc12,*OC(=O)N(C)C,*c1ccc2ccccc2c1C(=O)OC,COC(=O)c2c(c1cccc(C)c1)ccc3ccccc23,c1([O:1][C:7](=[O:8])[N:9]([CH3:10])[CH3:11])[c:4]([C:2](=[O:3])[O:21][CH3:20])[c:19]2[c:14]([cH:13][cH:12]1)[cH:15][cH:16][cH:17][cH:18]2
Cc1cccc(-c2ccc3ccc(OC(=O)N(C)C)cc3c2)c1,*OC(=O)N(C)C,*c1ccc2ccc(-c3cccc(C)c3)cc2c1,Cc4cccc(c3ccc2ccc(c1cccc(C)c1)cc2c3)c4,c1([O:1][C:14](=[O:15])[N:16]([CH3:17])[CH3:18])[cH:11][cH:10][c:9]2[cH:8][cH:7][c:6](-[c:5]3[cH:4][cH:3][cH:2][c:24]([CH3:23])[cH:22]3)[cH:21][c:20]2[cH:19]1
CN(C)C(=O)Oc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC(=O)N(C)C,Cc4cccc(c2cc1ccccc1c3ccccc23)c4,c1([O:1][C:3](=[O:4])[N:20]([CH3:2])[CH3:21])[cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12
CN(C)C(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(=O)N(C)C,COc1ccccc1c2cccc3ccccc23,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12
CN(C)C(=O)Oc1ccc2cc([Si](C)(C)C)ccc2c1,*c1ccc2cc([Si](C)(C)C)ccc2c1,*OC(=O)N(C)C,COc1ccccc1c3ccc2cc([Si](C)(C)C)ccc2c3,c1([O:1][C:3](=[O:4])[N:20]([CH3:2])[CH3:21])[cH:7][cH:8][c:9]2[cH:10][c:11]([Si:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17][c:18]2[cH:19]1
Cc1ccc2cc(OC(=O)N(C)C)ccc2c1,*OC(=O)N(C)C,*c1ccc2cc(C)ccc2c1,COc1ccccc1c3ccc2cc(C)ccc2c3,c1([O:1][C:8](=[O:9])[N:10]([CH3:11])[CH3:12])[cH:5][c:4]2[cH:3][cH:2][c:18]([CH3:17])[cH:16][c:15]2[cH:14][cH:13]1
CN(C)C(=O)Oc1cccc2c(F)cccc12,*c1cccc2c(F)cccc12,*OC(=O)N(C)C,COc1ccccc1c2cccc3c(F)cccc23,c1([O:1][C:3](=[O:4])[N:17]([CH3:2])[CH3:18])[cH:7][cH:8][cH:9][c:10]2[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]12
CCCCOc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCCCC,Cc2ccc1ccccc1c2,c1([O:1][CH2:3][CH2:2][CH2:15][CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
CC(C)COc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCC(C)C,Cc2ccc1ccccc1c2,c1([O:1][CH2:3][CH:15]([CH3:2])[CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
CC(C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(C)(C)C,Cc2ccc1ccccc1c2,c1([O:1][C:15]([CH3:2])([CH3:3])[CH3:16])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[cH:14]1
COCOc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCOC,Cc2ccc1ccccc1c2,c1([O:1][CH2:2][O:14][CH3:15])[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1
COc1ccc2cc(C(=O)N(C(C)C)C(C)C)ccc2c1,*c1ccc2cc(C(=O)N(C(C)C)C(C)C)ccc2c1,*OC,CC(C)N(C(=O)c3ccc2cc(c1ccccc1)ccc2c3)C(C)C,c1([O:1][CH3:21])[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[N:10]([CH:11]([CH3:12])[CH3:13])[CH:14]([CH3:15])[CH3:16])[cH:17][cH:18][c:19]2[cH:20]1
COc1ccc2cc(CCO[Si](C)(C)C(C)(C)C)ccc2c1,*c1ccc2cc(CCO[Si](C)(C)C(C)(C)C)ccc2c1,*OC,CC(C)(C)[Si](C)(C)OCCc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][CH3:22])[cH:3][cH:4][c:5]2[cH:6][c:7]([CH2:8][CH2:9][O:10][Si:11]([CH3:12])([CH3:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][cH:19][c:20]2[cH:21]1
COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,*c1ccc(C(=O)N(C(C)C)C(C)C)cc1,*OC,CC(C)N(CC(=O)c3ccc(c1cccc2ccccc12)cc3)C(C)C,c1([O:1][CH3:17])[cH:3][cH:4][c:5]([C:6](=[O:7])[N:8]([CH:9]([CH3:10])[CH3:11])[CH:12]([CH3:13])[CH3:14])[cH:15][cH:16]1
CCN(CC)C(=O)Oc1ccccc1C(=O)N(CC)CC,*c1ccccc1C(=O)N(CC)CC,*OC(=O)N(CC)CC,CCN(CC)C(=O)c1ccccc1C[Si](C)(C)C,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:21][CH3:22])=[O:6])[cH:9][cH:10][cH:11][cH:12][c:13]1[C:14](=[O:15])[N:16]([CH2:17][CH3:18])[CH2:19][CH3:20]
CCN(CC)C(=O)Oc1ccccc1NC(=O)OC(C)(C)C,*c1ccccc1NC(=O)OC(C)(C)C,*OC(=O)N(CC)CC,CC(C)(C)OC(=O)Nc1ccccc1c2ccccc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:22][CH3:23])=[O:6])[cH:9][cH:10][cH:11][cH:12][c:13]1[NH:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21]
CCN(CC)C(=O)Oc1ccc2cccnc2c1[Si](C)(C)C,*c1ccc2cccnc2c1[Si](C)(C)C,*OC(=O)N(CC)CC,C[Si](C)(C)Cc2ccc1cccnc1c2[Si](C)(C)C,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:22][CH3:23])=[O:6])[cH:9][cH:10][c:11]2[cH:12][cH:13][cH:14][n:15][c:16]2[c:17]1[Si:18]([CH3:19])([CH3:20])[CH3:21]
CCN(CC)C(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C1CCC21OCCO1,*c1ccc2c(c1)CCC1C2CC[C@]2(C)C1CCC21OCCO1,*OC(=O)N(CC)CC,C[C@]34CCC2c1ccc(C[Si](C)(C)C)cc1CCC2C3CCC45OCCO5,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:30][CH3:31])=[O:6])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][CH2:15][CH:16]1[CH:17]2[CH2:18][CH2:19][C@:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]21[O:26][CH2:27][CH2:28][O:29]1
CCN(CC)C(=O)Oc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC(=O)N(CC)CC,Cc2cc1ccccc1c3ccccc23,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:22][CH3:23])=[O:6])[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12
COc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OC,Cc3ccc(c2ccc1CCCCc1c2)cc3,c1([O:1][CH3:12])[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH2:10][CH2:11]2
COCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCOC,Cc3ccc(c2ccc1CCCCc1c2)cc3,c1([O:1][CH2:2][O:14][CH3:15])[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][CH2:12][CH2:13]2
COCCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCCOC,Cc3ccc(c2ccc1CCCCc1c2)cc3,c1([O:1][CH2:3][CH2:2][O:15][CH3:16])[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13][CH2:14]2
CN(C)CCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCCN(C)C,Cc3ccc(c2ccc1CCCCc1c2)cc3,c1([O:1][CH2:4][CH2:3][N:16]([CH3:2])[CH3:17])[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[CH2:12][CH2:13][CH2:14][CH2:15]2
CCOc1ccccc1,*c1ccccc1,*OCC,c2ccc(c1ccccc1)cc2,c1([O:1][CH2:9][CH3:10])[cH:4][cH:5][cH:6][cH:7][cH:8]1
FC(F)(F)Oc1ccccc1,*c1ccccc1,*OC(F)(F)F,c2ccc(c1ccccc1)cc2,c1([O:1][C:11]([F:2])([F:3])[F:12])[cH:6][cH:7][cH:8][cH:9][cH:10]1
OCCOc1ccccc1,*c1ccccc1,*OCCO,c2ccc(c1ccccc1)cc2,c1([O:1][CH2:2][CH2:10][OH:11])[cH:5][cH:6][cH:7][cH:8][cH:9]1
COc1ccc2c(c1)CCC=C2N1CCCCC1,*c1ccc2c(c1)CCC=C2N1CCCCC1,*OC,C4=C(N1CCCCC1)c3ccc(c2ccccc2)cc3CC4,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH:10]=[C:11]2[N:12]1[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1
COc1ccc(C(O)c2ccccc2)cc1,*c1ccc(C(O)c2ccccc2)cc1,*OC,OC(c1ccccc1)c3ccc(c2ccccc2)cc3,c1([O:1][CH3:16])[cH:3][cH:4][c:5]([CH:6]([OH:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1
COc1cccc(CN(C)C)c1,*c1cccc(CN(C)C)c1,*OC,Cc2ccc(c1cccc(CN(C)C)c1)cc2,c1([O:1][CH3:12])[cH:3][cH:4][cH:5][c:6]([CH2:7][N:8]([CH3:9])[CH3:10])[cH:11]1
COc1ccc(O)cc1,*c1ccc(O)cc1,*OC,Oc2ccc(c1ccccc1)cc2,c1([O:1][CH3:9])[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1
COc1cccc(O)c1,*c1cccc(O)c1,*OC,Cc2ccc(c1cccc(O)c1)cc2,c1([O:1][CH3:9])[cH:3][cH:4][cH:5][c:6]([OH:7])[cH:8]1
COc1ccc2[nH]ccc2c1,*c1ccc2[nH]ccc2c1,*OC,c3ccc(c2ccc1[nH]ccc1c2)cc3,c1([O:1][CH3:11])[cH:3][cH:4][c:5]2[nH:6][cH:7][cH:8][c:9]2[cH:10]1
COc1cccc2c1ccn2CCN(C)C,*c1cccc2c1ccn2CCN(C)C,*OC,Cc3ccc(c1cccc2c1ccn2CCN(C)C)cc3,c1([O:1][CH3:16])[cH:3][cH:4][cH:5][c:6]2[c:7]1[cH:8][cH:9][n:10]2[CH2:11][CH2:12][N:13]([CH3:14])[CH3:15]
COc1ccc(C(c2ccccc2)n2ccnc2)cc1,*c1ccc(C(c2ccccc2)n2ccnc2)cc1,*OC,c4ccc(c3ccc(C(c1ccccc1)n2ccnc2)cc3)cc4,c1([O:1][CH3:20])[cH:3][cH:4][c:5]([CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13]2[cH:14][cH:15][n:16][cH:17]2)[cH:18][cH:19]1
COc1ccc(CCCO)cc1,*c1ccc(CCCO)cc1,*OC,OCCCc2ccc(c1ccccc1)cc2,c1([O:1][CH3:12])[cH:3][cH:4][c:5]([CH2:6][CH2:7][CH2:8][OH:9])[cH:10][cH:11]1
CCCCc1ccc(OC(=O)COC)cc1,*OC(=O)COC,*c1ccc(CCCC)cc1,CCCCc1ccc(C(=O)O)cc1,c1([O:1][C:9](=[O:10])[CH2:11][O:12][CH3:13])[cH:6][cH:5][c:4]([CH2:3][CH2:2][CH2:17][CH3:16])[cH:15][cH:14]1
C[Si](C)(C)Oc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*O[Si](C)(C)C,Cc3ccc(c2ccc1CCCCc1c2)cc3,c1([O:1][Si:15]([CH3:2])([CH3:3])[CH3:16])[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13][CH2:14]2
CCOc1ccc(C)cc1,*c1ccc(C)cc1,*OCC,Cc2ccc(c1ccccc1)cc2,c1([O:1][CH2:10][CH3:11])[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:9]1
Cc1ccc(OCCO)cc1,*OCCO,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2,c1([O:1][CH2:6][CH2:7][OH:8])[cH:3][cH:2][c:12]([CH3:11])[cH:10][cH:9]1
Cc1ccc(O[Si](C)(C)C)cc1,*O[Si](C)(C)C,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2,c1([O:1][Si:6]([CH3:7])([CH3:8])[CH3:9])[cH:3][cH:2][c:13]([CH3:12])[cH:11][cH:10]1
Cc1ccc(OC(F)(F)F)cc1,*OC(F)(F)F,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2,c1([O:1][C:6]([F:7])([F:8])[F:9])[cH:3][cH:2][c:13]([CH3:12])[cH:11][cH:10]1
COc1cccc(OCCN(C)C)c1,*OC,*OCCN(C)C,c3ccc(c2cccc(c1ccccc1)c2)cc3,C[O:1][c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][N:10]([CH3:11])[CH3:12])[cH:13]1
COc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC,Cc3ccc(c1ccccc1c2ccccc2)cc3,c1([O:1][CH3:14])[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
CCOc1c(C)cc(C)cc1C,*c1c(C)cc(C)cc1C,*OCC,Cc2cc(C)c(c1ccccc1)c(C)c2,c1([O:1][CH2:12][CH3:13])[c:4]([CH3:5])[cH:6][c:7]([CH3:8])[cH:9][c:10]1[CH3:11]
COc1ccccc1CCO,*c1ccccc1CCO,*OC,Cc2ccc(c1ccccc1CCO)cc2,c1([O:1][CH3:11])[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][CH2:9][OH:10]
COc1cccc2ccn(CCN(C)C)c12,*c1cccc2ccn(CCN(C)C)c12,*OC,Cc3ccc(c1cccc2ccn(CCN(C)C)c12)cc3,c1([O:1][CH3:16])[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][n:9]([CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[c:15]12
