react,fragC,fragO,product,C0O1_num
CCCN(CCC)C1CCc2cccc(OC)c2C1,*OC,*c1cccc2c1CC(N(CCC)CCC)CC2,CCCN(CCC)C3CCc2cccc(c1ccccc1)c2C3,c1([O:1][CH3:16])[cH:13][cH:12][cH:11][c:10]2[c:17]1[CH2:18][CH:7]([N:3]([CH2:2][CH2:20][CH3:19])[CH2:4][CH2:5][CH3:6])[CH2:8][CH2:9]2
COc1ccc(CCN)cc1,*c1ccc(CCN)cc1,*OC,NCCc2ccc(c1ccccc1)cc2,c1([O:1][CH3:11])[cH:3][cH:4][c:5]([CH2:6][CH2:7][NH2:8])[cH:9][cH:10]1
CCOc1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1,*OCC,CN(C)c2ccc(c1ccccc1)cc2,c1([O:1][CH2:12][CH3:13])[cH:4][cH:5][c:6]([N:7]([CH3:8])[CH3:9])[cH:10][cH:11]1
COc1ccc2cc(-c3c(C)cc(C)cc3C)ccc2c1,*c1ccc2cc(-c3c(C)cc(C)cc3C)ccc2c1,*OC,Cc4ccc(c3ccc2cc(c1c(C)cc(C)cc1C)ccc2c3)cc4,c1([O:1][CH3:21])[cH:3][cH:4][c:5]2[cH:6][c:7](-[c:8]3[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]3[CH3:16])[cH:17][cH:18][c:19]2[cH:20]1
COc1ccc(-c2ccccc2)c2ccccc12,*c1ccc(-c2ccccc2)c2ccccc12,*OC,Cc4ccc(c2ccc(c1ccccc1)c3ccccc23)cc4,c1([O:1][CH3:18])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12
COc1ccccc1OC,*c1ccccc1*,*OC,Cc3ccc(c1ccccc1c2ccc(C)cc2)cc3,c1([O:1][CH3:10])[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][CH3:9]
COc1ccnc(-c2cc(OC)ccn2)c1,*c1ccnc(-c2cc(*)ccn2)c1,*OC,Cc4ccc(c3ccnc(c2cc(c1ccc(C)cc1)ccn2)c3)cc4,c1([O:1][CH3:16])[cH:3][cH:4][n:5][c:6](-[c:7]2[cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13][n:14]2)[cH:15]1
COc1cc(OC)cc(OC)c1,*c1cc(*)cc(*)c1,*OC,Cc4ccc(c3cc(c1ccc(C)cc1)cc(c2ccc(C)cc2)c3)cc4,c1([O:1][CH3:12])[cH:3][c:4]([O:5][CH3:6])[cH:7][c:8]([O:9][CH3:10])[cH:11]1
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@H]12,*c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@H]12,*OC,[H][C@]25CC[C@]1(C)[C@@H](OC)CC[C@@]1([H])[C@]2([H])CCc4cc(c3ccc(C)cc3)ccc45,c1([O:1][CH3:22])[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[CH2:12][CH2:13][C@:14]2([CH3:15])[C@@H:16]([O:17][CH3:18])[CH2:19][CH2:20][C@H:21]12
COc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC,c4ccc(c2cc1ccccc1c3ccccc23)cc4,c1([O:1][CH3:16])[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12
COC(=O)c1ccc2cc(OC)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC,COC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][CH3:11])[cH:8][c:7]2[cH:6][cH:5][c:4]([C:2](=[O:3])[O:17][CH3:16])[cH:15][c:14]2[cH:13][cH:12]1
COc1ccc(C(C)=O)cc1,*c1ccc(C(C)=O)cc1,*OC,CC(=O)c2ccc(c1ccccc1)cc2,c1([O:1][CH3:11])[cH:3][cH:4][c:5]([C:6]([CH3:7])=[O:8])[cH:9][cH:10]1
CCN(CC)C(=O)Oc1ccc2c(ccn2C)c1,*c1ccc2c(ccn2C)c1,*OC(=O)N(CC)CC,Cn3ccc2cc(c1ccccc1)ccc23,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:18][CH3:19])=[O:6])[cH:9][cH:10][c:11]2[c:12]([cH:13][cH:14][n:15]2[CH3:16])[cH:17]1
CCN(CC)C(=O)Oc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC(=O)N(CC)CC,CCCCN(C)c1ccc(C(F)(F)F)cc1,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:18][CH3:19])=[O:6])[cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1
CCN(CC)C(=O)Oc1ccccc1F,*c1ccccc1F,*OC(=O)N(CC)CC,Fc1ccccc1N2CCOCC2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:15][CH3:16])=[O:6])[cH:9][cH:10][cH:11][cH:12][c:13]1[F:14]
CCN(CC)C(=O)Oc1ccc(N2CCOCC2)cc1,*c1ccc(N2CCOCC2)cc1,*OC(=O)N(CC)CC,c2ccc(N1CCOCC1)cc2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:20][CH3:21])=[O:6])[cH:9][cH:10][c:11]([N:12]2[CH2:13][CH2:14][O:15][CH2:16][CH2:17]2)[cH:18][cH:19]1
CCN(CC)C(=O)Oc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CCC21OCCO1,*c1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CCC21OCCO1,*OC(=O)N(CC)CC,c1ccc2c(c1)CCC3C2CC[C@@]4(C)C3CCC45OCCO5,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:30][CH3:31])=[O:6])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][CH2:15][CH:16]1[CH:17]2[CH2:18][CH2:19][C@@:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]21[O:26][CH2:27][CH2:28][O:29]1
CCN(CC)C(=O)Oc1cccc2c1OC(C)(C)C2,*OC(C)(C)Cc1cccc(*)c1*,*OC(=O)N(CC)CC,c2cccc1CC(C)(C)Oc12,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:19][CH3:20])=[O:6])[cH:9][cH:10][cH:11][c:12]2[c:13]1[O:14][C:15]([CH3:16])([CH3:17])[CH2:18]2
CCN(CC)C(=O)Oc1ccc2c3ccccc3n(C)c2c1,*c1ccc2c3ccccc3n(C)c2c1,*OC(=O)N(CC)CC,c3ccc2c1ccccc1n(C)c2c3,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:22][CH3:23])=[O:6])[cH:9][cH:10][c:11]2[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[n:18]([CH3:19])[c:20]2[cH:21]1
CN(C)C(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)N(C)C,Cn3c(c1ccccc1)nc2ccccc23,c1([O:1][C:3](=[O:4])[N:12]([CH3:2])[CH3:13])[cH:7][cH:8][cH:9][cH:10][cH:11]1
Cc1ccc(OC(=O)N(C)C)cc1C,*OC(=O)N(C)C,*c1ccc(C)c(C)c1,Cc3ccc(c2nc1ccccc1n2C)cc3C,c1([O:1][C:6](=[O:7])[N:8]([CH3:9])[CH3:10])[cH:3][cH:2][c:15]([CH3:14])[c:12]([CH3:13])[cH:11]1
CN(C)C(=O)Oc1cccc(C(C)(C)C)c1,*c1cccc(C(C)(C)C)c1,*OC(=O)N(C)C,Cn3c(c1cccc(C(C)(C)C)c1)nc2ccccc23,c1([O:1][C:3](=[O:4])[N:16]([CH3:2])[CH3:17])[cH:7][cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1
CCC(C)(C)OC(=O)c1cccc(OC(=O)N(C)C)c1,*OC(=O)N(C)C,*c1cccc(C(=O)OC(C)(C)CC)c1,CCC(C)(C)OC(=O)c3cccc(c2nc1ccccc1n2C)c3,c1([O:1][C:14](=[O:15])[N:16]([CH3:17])[CH3:18])[cH:11][cH:10][cH:9][c:8]([C:6]([O:5][C:2]([CH3:3])([CH3:4])[CH2:21][CH3:20])=[O:7])[cH:19]1
CN(C)C(=O)Oc1cccc(N(C)C)c1,*c1cccc(N(C)C)c1,*OC(=O)N(C)C,CN(C)c3cccc(c2nc1ccccc1n2C)c3,c1([O:1][C:3](=[O:4])[N:15]([CH3:2])[CH3:16])[cH:7][cH:8][cH:9][c:10]([N:11]([CH3:12])[CH3:13])[cH:14]1
COc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*OC,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3,c1([O:1][CH3:15])[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14]1
C[Si](C)(C)Oc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*O[Si](C)(C)C,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3,c1([O:1][Si:18]([CH3:2])([CH3:3])[CH3:19])[cH:6][cH:7][c:8]([CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1
COCOc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*OCOC,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3,c1([O:1][CH2:2][O:17][CH3:18])[cH:5][cH:6][c:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1
COc1ccc(-c2ccc(C)cc2)cc1,*c1ccc(-c2ccc(C)cc2)cc1,*OC,Cc3ccc(c2ccc(c1ccc(C)cc1)cc2)cc3,c1([O:1][CH3:15])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([CH3:10])[cH:11][cH:12]2)[cH:13][cH:14]1
COCOc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OCOC,Cc2ccc(c1cccc(C(F)(F)F)c1)cc2,c1([O:1][CH2:2][O:14][CH3:15])[cH:5][cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13]1
COCCc1ccc(OCOC)cc1,*OCOC,*c1ccc(CCOC)cc1,COCCc2ccc(c1ccc(C)cc1)cc2,c1([O:1][CH2:9][O:10][CH3:11])[cH:6][cH:5][c:4]([CH2:3][CH2:2][O:15][CH3:14])[cH:13][cH:12]1
CCCCOc1cccc2ccccc12,*c1cccc2ccccc12,*OCCCC,Cc3ccc(c1cccc2ccccc12)cc3,c1([O:1][CH2:3][CH2:2][CH2:15][CH3:16])[cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12
CC(C)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(C)C,Cc3ccc(c1cccc2ccccc12)cc3,c1([O:1][CH:14]([CH3:2])[CH3:15])[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12
COCOc1cccc2ccccc12,*c1cccc2ccccc12,*OCOC,Cc3ccc(c1cccc2ccccc12)cc3,c1([O:1][CH2:2][O:14][CH3:15])[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12
C[Si](C)(C)Oc1cccc2ccccc12,*c1cccc2ccccc12,*O[Si](C)(C)C,Cc3ccc(c1cccc2ccccc12)cc3,c1([O:1][Si:15]([CH3:2])([CH3:3])[CH3:16])[cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12
CN(C)C(=O)Oc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC(=O)N(C)C,C[Si](C)(C)Cc1ccccc1c2ccccc2,c1([O:1][C:3](=[O:4])[N:18]([CH3:2])[CH3:19])[cH:7][cH:8][cH:9][cH:10][c:11]1-[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
CCN(CC)C(=O)Oc1cccc(OCOC)c1,*OC(=O)N(CC)CC,*c1cccc(OCOC)c1,COCOc2cccc(c1ccccc1)c2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:18][CH3:19])=[O:6])[cH:9][cH:10][cH:11][c:12]([O:13][CH2:14][O:15][CH3:16])[cH:17]1
CCN(CC)C(=O)Oc1cccc(NC(=O)OC(C)(C)C)c1,*c1cccc(NC(=O)OC(C)(C)C)c1,*OC(=O)N(CC)CC,CC(C)(C)OC(=O)Nc2cccc(c1ccccc1)c2,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:22][CH3:23])=[O:6])[cH:9][cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21]1
COc1ccc(C(=O)NC(C)(C)C)cc1,*c1ccc(C(=O)NC(C)(C)C)cc1,*OC,Cc2ccc(c1ccc(C(=O)NC(C)(C)C)cc1)cc2,c1([O:1][CH3:15])[cH:3][cH:4][c:5]([C:6](=[O:7])[NH:8][C:9]([CH3:10])([CH3:11])[CH3:12])[cH:13][cH:14]1
COc1ccc(N2CCOCC2)c2ccccc12,*c1ccc(N2CCOCC2)c2ccccc12,*OC,Cc4ccc(c2ccc(N1CCOCC1)c3ccccc23)cc4,c1([O:1][CH3:18])[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][O:9][CH2:10][CH2:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12
COc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,*c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,*OC,Cc4ccc(c3ccc(c2ccc(c1ccccc1)cc2)cc3)cc4,c1([O:1][CH3:20])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17]2)[cH:18][cH:19]1
COc1cccc2cccnc12,*c1cccc2cccnc12,*OC,Cc3ccc(c1cccc2cccnc12)cc3,c1([O:1][CH3:12])[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][n:10][c:11]12
COc1ccc(-c2ccccn2)cc1,*c1ccc(-c2ccccn2)cc1,*OC,Cc3ccc(c2ccc(c1ccccn1)cc2)cc3,c1([O:1][CH3:14])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][n:11]2)[cH:12][cH:13]1
COc1ccc2c3ccccc3n(C)c2c1,*c1ccc2c3ccccc3n(C)c2c1,*OC,Cc4ccc(c3ccc2c1ccccc1n(C)c2c3)cc4,c1([O:1][CH3:16])[cH:3][cH:4][c:5]2[c:6]3[cH:7][cH:8][cH:9][cH:10][c:11]3[n:12]([CH3:13])[c:14]2[cH:15]1
CCCC1CN2CCC1CC2[C@@H](OCOC)c1ccnc2ccc(OC)cc12,*OC,*c1ccc2nccc([C@H](OCOC)C3CC4CCN3CC4CCC)c2c1,CCCC1CN2CCC1CC2[C@@H](OCOC)c4ccnc5ccc(c3ccc(C)cc3)cc45,[CH3:23][CH2:24][CH2:2][CH:3]1[CH2:4][N:5]2[CH2:6][CH2:7][CH:8]1[CH2:9][CH:10]2[C@@H:11]([O:12][CH2:13][O:14][CH3:15])[c:16]1[cH:17][cH:18][n:19][c:20]2[cH:21][cH:22]c([O:1][CH3:25])[cH:26][c:27]12
CCCCCCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(CCCCCC)ccc2c1,CCCCCCc4ccc3cc(c2ccc1cc(CCCCCC)ccc1c2)ccc3c4,c1([O:1][CH3:13])[cH:10][c:9]2[cH:8][cH:7][c:6]([CH2:5][CH2:4][CH2:3][CH2:2][CH2:19][CH3:18])[cH:17][c:16]2[cH:15][cH:14]1
COc1ccc2ccc(N3CCCCC3)cc2c1,*c1ccc2ccc(N3CCCCC3)cc2c1,*OC,c3cc2ccc(N1CCCCC1)cc2cc3c6ccc5ccc(N4CCCCC4)cc5c6,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([N:9]3[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]3)[cH:15][c:16]2[cH:17]1
COc1ccc2ccc3cccc4ccc1c2c34,*c1ccc2ccc3cccc4ccc1c2c34,*OC,c5cc6ccc7ccc(c1ccc2ccc3cccc4ccc1c2c34)c8ccc(c5)c6c78,c1([O:1][CH3:18])[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]4[cH:13][cH:14][c:15]1[c:16]2[c:17]34
COc1ccc2cc([C@H](C)C(=O)OC(C)C)ccc2c1,*c1ccc2cc([C@H](C)C(=O)OC(C)C)ccc2c1,*OC,CC(C)OC(=O)[C@H](C)c4ccc3cc(c2ccc1cc([C@H](C)C(=O)OC(C)C)ccc1c2)ccc3c4,c1([O:1][CH3:20])[cH:3][cH:4][c:5]2[cH:6][c:7]([C@H:8]([CH3:9])[C:10](=[O:11])[O:12][CH:13]([CH3:14])[CH3:15])[cH:16][cH:17][c:18]2[cH:19]1
CCN(CC)C(=O)Oc1ccc2cc(C(=O)OC(C)C)ccc2c1,*c1ccc2cc(C(=O)OC(C)C)ccc2c1,*OC(=O)N(CC)CC,CC(C)OC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:24][CH3:25])=[O:6])[cH:9][cH:10][c:11]2[cH:12][c:13]([C:14](=[O:15])[O:16][CH:17]([CH3:18])[CH3:19])[cH:20][cH:21][c:22]2[cH:23]1
CCOC(=O)c1ccccc1OC(=O)N(CC)CC,*OC(=O)N(CC)CC,*c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1c2ccccc2,c1([O:1][C:12](=[O:13])[N:14]([CH2:15][CH3:16])[CH2:17][CH3:18])[c:5]([C:3]([O:2][CH2:20][CH3:19])=[O:4])[cH:6][cH:7][cH:8][cH:9]1
CCN(CC)C(=O)Oc1ccc(C(=O)N(C(C)C)C(C)C)cc1,*c1ccc(C(=O)N(C(C)C)C(C)C)cc1,*OC(=O)N(CC)CC,CC(C)N(C(=O)c2ccc(c1ccccc1)cc2)C(C)C,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:23][CH3:24])=[O:6])[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]([CH:15]([CH3:16])[CH3:17])[CH:18]([CH3:19])[CH3:20])[cH:21][cH:22]1
COc1ccc(-c2ccc3cc(OC)ccc3c2)cc1,*c1ccc(-c2ccc3cc(*)ccc3c2)cc1,*OC,COc3ccc(c2ccc1cc(C)ccc1c2)cc3,c1([O:1][CH3:20])[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]3[cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]3[cH:17]2)[cH:18][cH:19]1
COc1ccc2cc(O)ccc2c1,*c1ccc2cc(O)ccc2c1,*OC,Cc2ccc1cc(O)ccc1c2,c1([O:1][CH3:13])[cH:3][cH:4][c:5]2[cH:6][c:7]([OH:8])[cH:9][cH:10][c:11]2[cH:12]1
CCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(CC)ccc2c1,CCc2ccc1cc(C)ccc1c2,c1([O:1][CH3:9])[cH:6][c:5]2[cH:4][cH:3][c:2]([CH2:15][CH3:14])[cH:13][c:12]2[cH:11][cH:10]1
COCc1ccc2cc(OC)ccc2c1,*OC,*c1ccc2cc(COC)ccc2c1,CCc2ccc1cc(C)ccc1c2,[CH3:8][O:9][CH2:2][c:3]1[cH:4][cH:5][c:6]2[cH:7]c([O:1][CH3:10])[cH:11][cH:12][c:13]2[cH:14]1
CC(=O)c1ccc(-c2ccc(OC(=O)C(C)(C)C)cc2)cc1,*OC(=O)C(C)(C)C,*c1ccc(-c2ccc(C(C)=O)cc2)cc1,COc2ccc(c1ccc(C(C)=O)cc1)cc2,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:9][cH:8][c:7](-[c:6]2[cH:5][cH:4][c:3]([C:23](=[O:2])[CH3:22])[cH:21][cH:20]2)[cH:19][cH:18]1
COCOc1ccc2ccc(OC(=O)C(C)(C)C)cc2c1,*OC(=O)C(C)(C)C,*c1ccc2ccc(OCOC)cc2c1,COCOc3ccc2ccc(c1ccccc1)cc2c3,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:9][cH:8][c:7]2[cH:6][cH:5][c:4]([O:3][CH2:2][O:22][CH3:21])[cH:20][c:19]2[cH:18]1
CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,*c1ccc(C(=O)c2ccccc2)cc1,*OC(=O)C(C)(C)C,O=C(c1ccccc1)c3ccc(c2ccccc2)cc3,c1([O:1][C:4](=[O:5])[C:21]([CH3:2])([CH3:3])[CH3:22])[cH:8][cH:9][c:10]([C:11](=[O:12])[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1
COc1ccc(Oc2nnnn2-c2ccccc2)cc1,*c1nnnn1-c1ccccc1,*Oc1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2,[c:5]1([O:1]c2[cH:4][cH:3][c:2]([O:20][CH3:21])[cH:19][cH:18]2)[n:8][n:9][n:10][n:11]1-[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
COC(=O)c1ccc(OC)cc1,*OC,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(N1CCOCC1)cc2,[CH3:7][O:8][C:2](=[O:3])[c:4]1[cH:5][cH:6]c([O:1][CH3:9])[cH:10][cH:11]1
CCOC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(C(=O)OCC)ccc2c1,CCOC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:9][c:8]2[cH:7][cH:6][c:5]([C:3]([O:2][CH2:23][CH3:22])=[O:4])[cH:21][c:20]2[cH:19][cH:18]1
CC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(C(C)=O)ccc2c1,CC(=O)c3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:10](=[O:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[cH:7][c:6]2[cH:5][cH:4][c:3]([C:21](=[O:2])[CH3:20])[cH:19][c:18]2[cH:17][cH:16]1
COc1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(OC)ccc2c1,COc3ccc2cc(c1ccccc1)ccc2c3,c1([O:1][C:9](=[O:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[cH:6][c:5]2[cH:4][cH:3][c:2]([O:20][CH3:19])[cH:18][c:17]2[cH:16][cH:15]1
CC(=O)Oc1ccc(C(C)=O)cc1,*c1ccc(C(C)=O)cc1,*OC(C)=O,COc2ccc(c1ccc(C(C)=O)cc1)cc2,c1([O:1][C:13](=[O:2])[CH3:14])[cH:5][cH:6][c:7]([C:8]([CH3:9])=[O:10])[cH:11][cH:12]1
COC(=O)c1ccc(OC(C)=O)cc1,*OC(C)=O,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(c1ccc(F)cc1)cc2,c1([O:1][C:9]([CH3:10])=[O:11])[cH:6][cH:5][c:4]([C:2](=[O:3])[O:15][CH3:14])[cH:13][cH:12]1
CC(=O)Oc1ccc2c(=O)cc(-c3ccccc3)oc2c1,*c1ccc2c(=O)cc(-c3ccccc3)oc2c1,*OC(C)=O,COc4ccc(c3ccc2c(=O)cc(c1ccccc1)oc2c3)cc4,c1([O:1][C:21](=[O:2])[CH3:22])[cH:5][cH:6][c:7]2[c:8](=[O:9])[cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[o:18][c:19]2[cH:20]1
CCN(CC)C(=O)Oc1ccc(C(=O)N(CC)CC)cc1,*c1ccc(C(=O)N(CC)CC)cc1,*OC(=O)N(CC)CC,CCN(CC)C(=O)c1ccc(C[Si](C)(C)C)cc1,c1([O:1][C:5]([N:2]([CH2:3][CH3:4])[CH2:21][CH3:22])=[O:6])[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]([CH2:15][CH3:16])[CH2:17][CH3:18])[cH:19][cH:20]1
Cc1cccc(OC(=O)C(C)(C)C)c1,*OC(=O)C(C)(C)C,*c1cccc(C)c1,Cc1cccc(P(=O)(OC(C)C)OC(C)C)c1,c1([O:1][C:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[cH:4][cH:3][cH:2][c:15]([CH3:14])[cH:13]1
CCCCc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(CCCC)cc1,CCCCc1ccc(P(=O)(OC(C)C)OC(C)C)cc1,c1([O:1][C:9](=[O:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[cH:6][cH:5][c:4]([CH2:3][CH2:2][CH2:18][CH3:17])[cH:16][cH:15]1
CC(C)(C)C(=O)Nc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(NC(=O)C(C)(C)C)cc1,CC(C)OP(=O)(OC(C)C)c1ccc(NC(=O)C(C)(C)C)cc1,c1([O:1][C:12](=[O:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[cH:9][cH:8][c:7]([NH:6][C:4](=[O:5])[C:21]([CH3:2])([CH3:3])[CH3:20])[cH:19][cH:18]1
CC(C)(C)C(=O)Oc1ccc(Cl)cc1,*c1ccc(Cl)cc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccc(P(=O)(OC(C)C)OC(C)C)cc1,c1([O:1][C:4](=[O:5])[C:14]([CH3:2])([CH3:3])[CH3:15])[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]1
CC(C)(C)C(=O)Oc1ccc(C#N)cc1,*c1ccc(C#N)cc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccc(C#N)cc1,c1([O:1][C:4](=[O:5])[C:15]([CH3:2])([CH3:3])[CH3:16])[cH:8][cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]1
CC(C)(C)C(=O)Oc1ccncc1,*c1ccncc1,*OC(=O)C(C)(C)C,CC(C)OP(=O)(OC(C)C)c1ccncc1,c1([O:1][C:4](=[O:5])[C:13]([CH3:2])([CH3:3])[CH3:14])[cH:8][cH:9][n:10][cH:11][cH:12]1
